close,volume,time
296.99999999,21.59474675,2017-10-05 17:29:00+00:00
296.0,265.90722295,2017-10-05 17:30:00+00:00
296.0,0.01404986,2017-10-05 17:32:00+00:00
296.0,0.0343939,2017-10-05 17:33:00+00:00
296.00000001,0.20116799,2017-10-05 17:36:00+00:00
296.00000001,9.94021922,2017-10-05 17:39:00+00:00
296.5,3.4547046,2017-10-05 17:41:00+00:00
297.399994,0.40990061,2017-10-05 17:42:00+00:00
296.5,3.65041737,2017-10-05 17:43:00+00:00
296.0,27.50922366,2017-10-05 17:44:00+00:00
297.0,1.95888459,2017-10-05 17:45:00+00:00
297.1,1.101724,2017-10-05 17:46:00+00:00
296.5,0.0526469,2017-10-05 17:47:00+00:00
297.4,8.37334973,2017-10-05 17:48:00+00:00
297.4,3.24392614,2017-10-05 17:49:00+00:00
297.4,2.84361121,2017-10-05 17:50:00+00:00
297.4,4.24998315,2017-10-05 17:51:00+00:00
297.4,2.71100543,2017-10-05 17:52:00+00:00
297.4,2.26987073,2017-10-05 17:53:00+00:00
297.5,1.86414133,2017-10-05 17:54:00+00:00
297.99999871,10.82981546,2017-10-05 17:55:00+00:00
297.4,18.87189066,2017-10-05 17:56:00+00:00
296.0,9.09632501,2017-10-05 17:57:00+00:00
296.13869999,0.03160076,2017-10-05 18:02:00+00:00
296.13869999,0.00862511,2017-10-05 18:03:00+00:00
296.13869999,0.20106708,2017-10-05 18:06:00+00:00
296.88012312,0.39448221,2017-10-05 18:07:00+00:00
297.39999998,0.36463272,2017-10-05 18:10:00+00:00
297.39999998,0.86398876,2017-10-05 18:11:00+00:00
297.39999998,0.13772858,2017-10-05 18:12:00+00:00
297.39999998,0.20084086,2017-10-05 18:13:00+00:00
297.39999997,10.03399989,2017-10-05 18:14:00+00:00
296.13869999,14.36955693,2017-10-05 18:15:00+00:00
297.39999998,0.64,2017-10-05 18:18:00+00:00
297.39999995,1.6385648,2017-10-05 18:19:00+00:00
297.39999995,3.0471427,2017-10-05 18:20:00+00:00
296.13869999,4.17801986,2017-10-05 18:24:00+00:00
296.00000001,10.68171823,2017-10-05 18:26:00+00:00
296.00000001,0.70187809,2017-10-05 18:27:00+00:00
296.00000001,1.0118567,2017-10-05 18:28:00+00:00
296.00000001,0.76754631,2017-10-05 18:29:00+00:00
296.00000001,3.797875,2017-10-05 18:30:00+00:00
296.05,0.0177755,2017-10-05 18:32:00+00:00
296.00000001,4.60221146,2017-10-05 18:33:00+00:00
296.0,7.97304091,2017-10-05 18:35:00+00:00
296.0,15.35845985,2017-10-05 18:40:00+00:00
296.0,2.0,2017-10-05 18:41:00+00:00
297.37999499,2.01275713,2017-10-05 18:42:00+00:00
296.0,5.08334573,2017-10-05 18:44:00+00:00
296.0,0.81389785,2017-10-05 18:46:00+00:00
296.0,0.14572218,2017-10-05 18:48:00+00:00
296.63999999,0.34267154,2017-10-05 18:49:00+00:00
296.63999999,1.07783395,2017-10-05 18:50:00+00:00
296.64,0.15236267,2017-10-05 18:52:00+00:00
296.7,1.86915039,2017-10-05 18:53:00+00:00
296.7,2.45436708,2017-10-05 18:54:00+00:00
296.7,0.01941319,2017-10-05 18:55:00+00:00
296.7,1.22396025,2017-10-05 18:56:00+00:00
296.63999999,0.31257973,2017-10-05 18:57:00+00:00
296.0,0.34924095,2017-10-05 18:58:00+00:00
296.0,3.34021107,2017-10-05 18:59:00+00:00
296.0,0.12464747,2017-10-05 19:01:00+00:00
296.0,1.01473728,2017-10-05 19:02:00+00:00
296.6,1.10188849,2017-10-05 19:05:00+00:00
296.65,2.48542915,2017-10-05 19:07:00+00:00
296.65,0.04,2017-10-05 19:08:00+00:00
296.65,16.99487944,2017-10-05 19:11:00+00:00
296.2,1.85442357,2017-10-05 19:12:00+00:00
296.65,0.12341483,2017-10-05 19:13:00+00:00
296.65,37.39496538,2017-10-05 19:14:00+00:00
296.2,0.6863825,2017-10-05 19:15:00+00:00
297.0,12.56882807,2017-10-05 19:22:00+00:00
296.0,9.66626011,2017-10-05 19:23:00+00:00
297.24999999,2.0,2017-10-05 19:24:00+00:00
296.5,0.47341724,2017-10-05 19:27:00+00:00
296.5,0.55586534,2017-10-05 19:28:00+00:00
296.0,0.13904055,2017-10-05 19:29:00+00:00
296.0,1.65246148,2017-10-05 19:30:00+00:00
295.98997292,0.00053088,2017-10-05 19:32:00+00:00
295.6,13.86256534,2017-10-05 19:34:00+00:00
295.6,1.54951624,2017-10-05 19:35:00+00:00
295.6,0.83272181,2017-10-05 19:38:00+00:00
295.7,0.3,2017-10-05 19:39:00+00:00
295.7,1.69575,2017-10-05 19:41:00+00:00
295.95,0.4,2017-10-05 19:42:00+00:00
295.95,2.01718131,2017-10-05 19:44:00+00:00
295.95,1.62652509,2017-10-05 19:45:00+00:00
295.6,8.4603614,2017-10-05 19:47:00+00:00
295.58,0.0088124,2017-10-05 19:48:00+00:00
295.0,0.26211051,2017-10-05 19:49:00+00:00
295.58,2.18487863,2017-10-05 19:50:00+00:00
295.0,0.01779951,2017-10-05 19:52:00+00:00
295.58,2.70898007,2017-10-05 19:54:00+00:00
295.0,1.62786663,2017-10-05 19:56:00+00:00
295.0,0.46476591,2017-10-05 19:57:00+00:00
295.58,5.54696162,2017-10-05 20:00:00+00:00
295.0,0.07343844,2017-10-05 20:02:00+00:00
295.58,0.1649595,2017-10-05 20:03:00+00:00
295.58,0.72465783,2017-10-05 20:12:00+00:00
295.00000001,1.077608,2017-10-05 20:18:00+00:00
295.58,60.41852987,2017-10-05 20:19:00+00:00
295.58,0.4,2017-10-05 20:22:00+00:00
296.0,6.00657986,2017-10-05 20:23:00+00:00
296.0,2.39096943,2017-10-05 20:25:00+00:00
295.579,6.46865819,2017-10-05 20:27:00+00:00
296.0,0.00614107,2017-10-05 20:28:00+00:00
296.0,5.28521663,2017-10-05 20:31:00+00:00
296.0,0.18979807,2017-10-05 20:32:00+00:00
296.0,8.73,2017-10-05 20:34:00+00:00
296.0,0.05,2017-10-05 20:35:00+00:00
296.0,0.16479439,2017-10-05 20:36:00+00:00
296.12643219,0.02433195,2017-10-05 20:37:00+00:00
296.36198822,0.01351537,2017-10-05 20:38:00+00:00
298.0,37.57319829,2017-10-05 20:39:00+00:00
298.0,7.25125735,2017-10-05 20:40:00+00:00
297.99,50.13047241,2017-10-05 20:41:00+00:00
297.64517594,0.05721516,2017-10-05 20:43:00+00:00
297.37258796,0.15248457,2017-10-05 20:47:00+00:00
297.37258796,0.00124229,2017-10-05 20:48:00+00:00
297.64517593,0.35506444,2017-10-05 20:49:00+00:00
297.52258796,0.00898777,2017-10-05 20:50:00+00:00
297.48,4.07439502,2017-10-05 20:51:00+00:00
297.46129397,1.047e-05,2017-10-05 20:52:00+00:00
297.64517594,2.07699579,2017-10-05 20:55:00+00:00
297.64517594,0.59999623,2017-10-05 20:56:00+00:00
297.85,0.13771768,2017-10-05 20:57:00+00:00
297.85,0.2,2017-10-05 20:58:00+00:00
297.85,20.22,2017-10-05 20:59:00+00:00
297.85,27.95755625,2017-10-05 21:01:00+00:00
297.85,0.00016149,2017-10-05 21:02:00+00:00
297.85,0.45230605,2017-10-05 21:04:00+00:00
297.85,1.22837874,2017-10-05 21:05:00+00:00
297.85,0.48797282,2017-10-05 21:06:00+00:00
297.85,6.69800235,2017-10-05 21:08:00+00:00
297.0,5.53577144,2017-10-05 21:09:00+00:00
295.92382582,0.32361344,2017-10-05 21:21:00+00:00
295.92382582,57.37876028,2017-10-05 21:22:00+00:00
297.37319038,1.10095295,2017-10-05 21:28:00+00:00
295.92382582,49.03519173,2017-10-05 21:31:00+00:00
295.002,12.87571,2017-10-05 21:32:00+00:00
295.0,30.77555853,2017-10-05 21:33:00+00:00
294.81718943,0.23509842,2017-10-05 21:34:00+00:00
294.01,5.66630945,2017-10-05 21:35:00+00:00
294.81718943,1.44730592,2017-10-05 21:36:00+00:00
295.17510073,2.96362061,2017-10-05 21:46:00+00:00
294.01000001,0.04262625,2017-10-05 21:47:00+00:00
295.8490496,0.00998701,2017-10-05 21:48:00+00:00
296.49999581,12.17702106,2017-10-05 21:49:00+00:00
296.49999575,0.00676691,2017-10-05 21:50:00+00:00
296.4999954,0.60022756,2017-10-05 21:52:00+00:00
296.49999493,13.39821726,2017-10-05 21:53:00+00:00
296.49999218,20.0,2017-10-05 21:59:00+00:00
296.49999119,6.42323084,2017-10-05 22:01:00+00:00
296.48999992,0.00235416,2017-10-05 22:02:00+00:00
295.5,0.0480154,2017-10-05 22:09:00+00:00
295.5,0.87017915,2017-10-05 22:11:00+00:00
295.5,0.00049765,2017-10-05 22:12:00+00:00
295.5,0.00050689,2017-10-05 22:13:00+00:00
295.99999979,0.00596004,2017-10-05 22:15:00+00:00
295.99999968,0.42834447,2017-10-05 22:17:00+00:00
295.5,2.074468,2017-10-05 22:19:00+00:00
295.5,1.12101369,2017-10-05 22:21:00+00:00
294.999,4.19876454,2017-10-05 22:25:00+00:00
294.999,1.69728575,2017-10-05 22:26:00+00:00
294.999,0.015,2017-10-05 22:28:00+00:00
294.999,0.00338137,2017-10-05 22:30:00+00:00
294.999,1.64562071,2017-10-05 22:31:00+00:00
294.999,0.00397459,2017-10-05 22:32:00+00:00
294.999,0.04110408,2017-10-05 22:35:00+00:00
294.76910124,0.06669694,2017-10-05 22:37:00+00:00
294.76910124,0.03407643,2017-10-05 22:38:00+00:00
294.76910124,0.06531392,2017-10-05 22:39:00+00:00
294.76910124,0.20222391,2017-10-05 22:44:00+00:00
294.76910124,1.0,2017-10-05 22:45:00+00:00
294.05,4.06327057,2017-10-05 22:46:00+00:00
294.76527934,2.53660442,2017-10-05 22:47:00+00:00
294.76527934,2.0,2017-10-05 22:50:00+00:00
294.76527934,1.76083886,2017-10-05 22:51:00+00:00
294.76527934,6.08060901,2017-10-05 22:52:00+00:00
294.76527934,6.09034429,2017-10-05 22:55:00+00:00
294.02,2.55663693,2017-10-05 22:58:00+00:00
294.76527934,1.50288722,2017-10-05 22:59:00+00:00
294.76527934,63.41330957,2017-10-05 23:00:00+00:00
294.76527934,0.13392796,2017-10-05 23:02:00+00:00
294.02000002,10.18022725,2017-10-05 23:06:00+00:00
294.02000002,3.87841521,2017-10-05 23:07:00+00:00
294.04940246,0.00016675,2017-10-05 23:12:00+00:00
295.5,0.27105892,2017-10-05 23:18:00+00:00
295.0,0.14637243,2017-10-05 23:20:00+00:00
295.0,2.268559,2017-10-05 23:21:00+00:00
295.0,0.70413776,2017-10-05 23:23:00+00:00
295.25,0.02289618,2017-10-05 23:26:00+00:00
295.35,0.49894249,2017-10-05 23:30:00+00:00
295.35,1.07816133,2017-10-05 23:31:00+00:00
295.0,5.22183867,2017-10-05 23:32:00+00:00
295.0,0.35452659,2017-10-05 23:35:00+00:00
295.0,10.67786286,2017-10-05 23:43:00+00:00
295.2,0.0707,2017-10-05 23:45:00+00:00
295.4,0.45402232,2017-10-05 23:46:00+00:00
295.4,0.01007135,2017-10-05 23:49:00+00:00
295.55,0.99463224,2017-10-05 23:50:00+00:00
295.99999973,0.12134251,2017-10-05 23:51:00+00:00
295.99999972,0.02168947,2017-10-05 23:52:00+00:00
295.4,0.979833,2017-10-05 23:53:00+00:00
295.4,0.25856919,2017-10-05 23:54:00+00:00
295.4,2.16608737,2017-10-05 23:59:00+00:00
295.4,16.9422471,2017-10-06 00:00:00+00:00
295.4,1.10846661,2017-10-06 00:01:00+00:00
295.4,0.90809837,2017-10-06 00:02:00+00:00
295.40025634,0.0002514,2017-10-06 00:03:00+00:00
295.41972269,0.00259913,2017-10-06 00:07:00+00:00
295.41972269,0.00513471,2017-10-06 00:10:00+00:00
295.42,18.47272608,2017-10-06 00:11:00+00:00
295.42,0.97011451,2017-10-06 00:14:00+00:00
295.42,0.04205699,2017-10-06 00:15:00+00:00
295.42,0.10363562,2017-10-06 00:16:00+00:00
295.42,0.00933016,2017-10-06 00:19:00+00:00
295.41,2.03864612,2017-10-06 00:20:00+00:00
295.42,2.17945419,2017-10-06 00:21:00+00:00
295.42,2.96197257,2017-10-06 00:22:00+00:00
295.4,5.14053806,2017-10-06 00:23:00+00:00
295.4,11.84625225,2017-10-06 00:24:00+00:00
295.5,4.68272985,2017-10-06 00:26:00+00:00
295.7,6.285e-05,2017-10-06 00:27:00+00:00
295.5,0.320465,2017-10-06 00:31:00+00:00
295.5,0.96589982,2017-10-06 00:32:00+00:00
295.4,25.0,2017-10-06 00:33:00+00:00
296.0,16.24351334,2017-10-06 00:34:00+00:00
296.72397642,21.39829779,2017-10-06 00:35:00+00:00
295.0,1.20459958,2017-10-06 00:38:00+00:00
295.72397643,4.475295,2017-10-06 00:40:00+00:00
296.06198819,0.56919153,2017-10-06 00:42:00+00:00
295.0,0.0002514,2017-10-06 00:44:00+00:00
296.72397211,0.20672424,2017-10-06 00:46:00+00:00
296.57553452,53.47913154,2017-10-06 00:49:00+00:00
295.0,1.86184961,2017-10-06 00:53:00+00:00
295.0,0.2966075,2017-10-06 00:56:00+00:00
295.0,0.39927778,2017-10-06 00:57:00+00:00
295.0,2.43119985,2017-10-06 00:59:00+00:00
294.9073525,1.0,2017-10-06 01:03:00+00:00
294.9073525,0.28,2017-10-06 01:04:00+00:00
294.9073525,0.00684694,2017-10-06 01:07:00+00:00
294.85768138,0.00426501,2017-10-06 01:13:00+00:00
294.686592,1.1184879,2017-10-06 01:15:00+00:00
294.668261,0.00213387,2017-10-06 01:18:00+00:00
294.686592,10.28489753,2017-10-06 01:19:00+00:00
294.686592,2.346,2017-10-06 01:21:00+00:00
294.646592,5.1,2017-10-06 01:22:00+00:00
294.6,13.30287129,2017-10-06 01:23:00+00:00
294.6,1.59712839,2017-10-06 01:24:00+00:00
294.6,1.82584666,2017-10-06 01:25:00+00:00
294.6,4.66211,2017-10-06 01:26:00+00:00
294.6,0.7739618,2017-10-06 01:27:00+00:00
294.6,19.73808186,2017-10-06 01:28:00+00:00
294.9073525,0.0055282,2017-10-06 01:29:00+00:00
294.1,22.80647808,2017-10-06 01:32:00+00:00
296.5755343,297.79265695,2017-10-06 01:36:00+00:00
296.57553428,0.12029999,2017-10-06 01:37:00+00:00
295.63776714,0.00031758,2017-10-06 01:43:00+00:00
296.57553431,0.00015837,2017-10-06 01:44:00+00:00
296.57553431,0.75117228,2017-10-06 01:50:00+00:00
295.88776716,0.00360539,2017-10-06 01:56:00+00:00
296.23165073,0.01456035,2017-10-06 01:57:00+00:00
296.57553431,1.78815514,2017-10-06 01:58:00+00:00
296.40359252,150.207742,2017-10-06 01:59:00+00:00
296.0,1.9833352,2017-10-06 02:04:00+00:00
295.95,2.1422648,2017-10-06 02:09:00+00:00
295.95,0.65611639,2017-10-06 02:10:00+00:00
295.239521,15.69717123,2017-10-06 02:11:00+00:00
296.49999999,19.28,2017-10-06 02:13:00+00:00
296.49999999,0.4907717,2017-10-06 02:15:00+00:00
296.1,0.20586517,2017-10-06 02:16:00+00:00
296.49999997,16.42865169,2017-10-06 02:17:00+00:00
295.3703771,1.1089802,2017-10-06 02:20:00+00:00
295.3703771,1.13104471,2017-10-06 02:21:00+00:00
295.211,0.03372681,2017-10-06 02:22:00+00:00
295.3703771,0.04118168,2017-10-06 02:23:00+00:00
295.3703771,0.72833223,2017-10-06 02:25:00+00:00
295.3703771,22.53573671,2017-10-06 02:27:00+00:00
296.3,0.0007455,2017-10-06 02:28:00+00:00
296.0,0.38621465,2017-10-06 02:29:00+00:00
296.0,0.06271784,2017-10-06 02:30:00+00:00
295.99704,0.08850978,2017-10-06 02:36:00+00:00
296.0,1.02866627,2017-10-06 02:41:00+00:00
296.0,0.77133373,2017-10-06 02:45:00+00:00
297.0,43.73005883,2017-10-06 02:48:00+00:00
296.99999999,0.03358586,2017-10-06 02:51:00+00:00
297.29499976,55.47824097,2017-10-06 02:54:00+00:00
296.0,0.88664458,2017-10-06 02:57:00+00:00
295.99,3.84185716,2017-10-06 02:59:00+00:00
295.31424999,0.3,2017-10-06 03:00:00+00:00
295.3,3.44479382,2017-10-06 03:01:00+00:00
295.28,0.72780204,2017-10-06 03:02:00+00:00
295.28,2.9187849,2017-10-06 03:03:00+00:00
295.21,10.32291665,2017-10-06 03:05:00+00:00
297.05935597,0.00369669,2017-10-06 03:07:00+00:00
297.05935597,0.5,2017-10-06 03:09:00+00:00
295.21,0.7,2017-10-06 03:14:00+00:00
295.21,3.0,2017-10-06 03:16:00+00:00
296.99346828,0.00071523,2017-10-06 03:25:00+00:00
296.99346828,0.34281287,2017-10-06 03:26:00+00:00
296.99346828,0.21088528,2017-10-06 03:27:00+00:00
295.21,2.23949239,2017-10-06 03:28:00+00:00
296.9934678,10.0,2017-10-06 03:30:00+00:00
295.21,0.25966667,2017-10-06 03:31:00+00:00
295.21000001,10.00199138,2017-10-06 03:34:00+00:00
297.29499998,6.03914532,2017-10-06 03:35:00+00:00
297.0,0.07269497,2017-10-06 03:44:00+00:00
297.5,10.44275189,2017-10-06 03:45:00+00:00
297.0,7.50532369,2017-10-06 03:46:00+00:00
297.0,12.04996202,2017-10-06 03:47:00+00:00
297.85,10.65951355,2017-10-06 03:49:00+00:00
297.85,7.36457267,2017-10-06 03:51:00+00:00
297.502975,2.78053247,2017-10-06 03:53:00+00:00
297.6,2.28577676,2017-10-06 03:56:00+00:00
298.0,0.57079242,2017-10-06 03:58:00+00:00
298.0,0.98783018,2017-10-06 03:59:00+00:00
298.01764968,0.01788862,2017-10-06 04:00:00+00:00
298.99999997,2.99784681,2017-10-06 04:01:00+00:00
298.1,0.54857464,2017-10-06 04:02:00+00:00
298.99999995,0.03468585,2017-10-06 04:03:00+00:00
298.99998882,5.04602275,2017-10-06 04:04:00+00:00
298.88998859,5.47134269,2017-10-06 04:05:00+00:00
298.8899886,1.40829303,2017-10-06 04:06:00+00:00
298.2,3.38979203,2017-10-06 04:07:00+00:00
298.7799887,0.4,2017-10-06 04:08:00+00:00
298.1,19.8426412,2017-10-06 04:09:00+00:00
298.66,0.3625531,2017-10-06 04:10:00+00:00
298.66,0.3092215,2017-10-06 04:11:00+00:00
298.6599887,0.35784942,2017-10-06 04:12:00+00:00
298.66,3.21928041,2017-10-06 04:13:00+00:00
298.5,2.85670491,2017-10-06 04:14:00+00:00
298.5,0.43262266,2017-10-06 04:15:00+00:00
298.66,22.81745702,2017-10-06 04:16:00+00:00
298.66,0.22487632,2017-10-06 04:17:00+00:00
298.77998867,0.4,2017-10-06 04:18:00+00:00
298.77998868,0.17,2017-10-06 04:19:00+00:00
298.77998866,1.0530771,2017-10-06 04:20:00+00:00
298.8899887,11.04475344,2017-10-06 04:21:00+00:00
298.78998869,1.82620756,2017-10-06 04:22:00+00:00
298.78998869,0.48304029,2017-10-06 04:23:00+00:00
298.78998869,0.4442805,2017-10-06 04:24:00+00:00
298.78998869,4.34379314,2017-10-06 04:25:00+00:00
298.78998869,2.81717265,2017-10-06 04:26:00+00:00
298.78998869,0.45302098,2017-10-06 04:27:00+00:00
298.77998868,0.46679362,2017-10-06 04:29:00+00:00
298.78998869,3.74322542,2017-10-06 04:30:00+00:00
298.78998869,7.3286549,2017-10-06 04:31:00+00:00
298.99999998,2.22445521,2017-10-06 04:32:00+00:00
299.0,9.54115562,2017-10-06 04:33:00+00:00
298.01764968,0.52999535,2017-10-06 04:34:00+00:00
298.1,0.3103327,2017-10-06 04:35:00+00:00
298.0631424,0.11806704,2017-10-06 04:37:00+00:00
298.06314238,0.68589758,2017-10-06 04:38:00+00:00
299.0,10.64684013,2017-10-06 04:40:00+00:00
299.0,0.01415248,2017-10-06 04:41:00+00:00
299.0624,0.06622735,2017-10-06 04:42:00+00:00
299.0624,0.10035902,2017-10-06 04:43:00+00:00
299.0624,12.7617546,2017-10-06 04:45:00+00:00
299.0624,8.89526547,2017-10-06 04:46:00+00:00
299.1624,6.00026253,2017-10-06 04:47:00+00:00
299.33858402,1.57878065,2017-10-06 04:49:00+00:00
299.9,13.9832517,2017-10-06 04:50:00+00:00
300.0,124.08281775,2017-10-06 04:51:00+00:00
300.0,47.68655665,2017-10-06 04:52:00+00:00
300.0,1.07627282,2017-10-06 04:53:00+00:00
300.03942722,3.75121826,2017-10-06 04:54:00+00:00
300.02994953,25.13832205,2017-10-06 04:55:00+00:00
300.12388485,3.02607299,2017-10-06 04:56:00+00:00
300.03942724,36.55377855,2017-10-06 04:57:00+00:00
300.12388485,28.77448351,2017-10-06 04:58:00+00:00
300.2318006,5.04943171,2017-10-06 04:59:00+00:00
300.239521,0.3989677,2017-10-06 05:00:00+00:00
300.36310679,9.39114473,2017-10-06 05:01:00+00:00
300.49199898,0.18009505,2017-10-06 05:02:00+00:00
300.5,0.73296242,2017-10-06 05:03:00+00:00
300.58138378,8.45986547,2017-10-06 05:04:00+00:00
300.66523,75.56000355,2017-10-06 05:05:00+00:00
301.0,40.03934329,2017-10-06 05:06:00+00:00
301.0,10.76207657,2017-10-06 05:08:00+00:00
301.15991997,1.84911585,2017-10-06 05:09:00+00:00
301.0,12.5282052,2017-10-06 05:10:00+00:00
301.15690835,0.1,2017-10-06 05:11:00+00:00
301.1,13.25745033,2017-10-06 05:12:00+00:00
301.0,1.46517373,2017-10-06 05:13:00+00:00
300.66523,10.42521064,2017-10-06 05:14:00+00:00
300.66523,4.17097068,2017-10-06 05:16:00+00:00
300.66523,8.31569495,2017-10-06 05:17:00+00:00
300.66523,1.80267388,2017-10-06 05:18:00+00:00
300.66523,1.23385858,2017-10-06 05:19:00+00:00
300.66523,1.72562121,2017-10-06 05:20:00+00:00
300.6,1.99433347,2017-10-06 05:21:00+00:00
300.12388485,4.80598788,2017-10-06 05:22:00+00:00
300.99999999,9.97817399,2017-10-06 05:23:00+00:00
300.1,0.05738365,2017-10-06 05:24:00+00:00
300.1,4.38126582,2017-10-06 05:26:00+00:00
300.1,0.5,2017-10-06 05:27:00+00:00
300.0,10.18174193,2017-10-06 05:29:00+00:00
300.0,35.48196063,2017-10-06 05:30:00+00:00
300.0,26.39052516,2017-10-06 05:31:00+00:00
299.54246538,8.89224367,2017-10-06 05:32:00+00:00
299.0,10.91926719,2017-10-06 05:33:00+00:00
299.0,15.97895472,2017-10-06 05:34:00+00:00
299.0,3.93152549,2017-10-06 05:35:00+00:00
299.0,3.00264816,2017-10-06 05:36:00+00:00
299.0,1.97802927,2017-10-06 05:37:00+00:00
299.0,4.96722566,2017-10-06 05:38:00+00:00
299.0,1.27599501,2017-10-06 05:39:00+00:00
298.99999999,0.04169006,2017-10-06 05:40:00+00:00
298.92324133,0.01730707,2017-10-06 05:41:00+00:00
298.78891368,0.00865742,2017-10-06 05:43:00+00:00
298.391758,3.734,2017-10-06 05:44:00+00:00
298.3,5.44768074,2017-10-06 05:45:00+00:00
298.3,0.59682167,2017-10-06 05:46:00+00:00
298.151,5.9904518,2017-10-06 05:48:00+00:00
298.15100001,6.25354148,2017-10-06 05:49:00+00:00
298.4,4.32019074,2017-10-06 05:50:00+00:00
298.4,0.00279954,2017-10-06 05:51:00+00:00
299.99,0.55014411,2017-10-06 05:52:00+00:00
299.5,2.88742178,2017-10-06 05:53:00+00:00
300.09999999,19.72991034,2017-10-06 05:54:00+00:00
300.99998992,14.82572731,2017-10-06 05:55:00+00:00
300.1,0.68653097,2017-10-06 05:56:00+00:00
300.89999998,14.14377769,2017-10-06 05:57:00+00:00
300.89999998,28.80829521,2017-10-06 06:02:00+00:00
300.89999998,0.00099791,2017-10-06 06:03:00+00:00
300.92499998,0.0085365,2017-10-06 06:04:00+00:00
300.10000004,18.82101981,2017-10-06 06:05:00+00:00
300.92499954,0.1,2017-10-06 06:06:00+00:00
300.10000004,2.687022,2017-10-06 06:07:00+00:00
300.10000004,0.30211905,2017-10-06 06:08:00+00:00
300.0,18.04958279,2017-10-06 06:09:00+00:00
300.09699904,0.06636405,2017-10-06 06:10:00+00:00
299.997,0.77772662,2017-10-06 06:11:00+00:00
300.59699903,1.1591391,2017-10-06 06:12:00+00:00
300.59699903,7.83513701,2017-10-06 06:13:00+00:00
300.59699887,1.45536277,2017-10-06 06:14:00+00:00
298.55000012,0.97011699,2017-10-06 06:15:00+00:00
299.0234,2.91512885,2017-10-06 06:17:00+00:00
299.0234,0.00702756,2017-10-06 06:18:00+00:00
299.18172307,7.01863681,2017-10-06 06:19:00+00:00
299.2,0.10155221,2017-10-06 06:21:00+00:00
300.0,20.91009877,2017-10-06 06:22:00+00:00
300.02,1.00851791,2017-10-06 06:26:00+00:00
300.92499965,0.38497236,2017-10-06 06:28:00+00:00
300.02,1.0,2017-10-06 06:29:00+00:00
300.02,0.29552654,2017-10-06 06:30:00+00:00
300.02,4.35578471,2017-10-06 06:31:00+00:00
300.02,5.260893,2017-10-06 06:32:00+00:00
300.1,0.5,2017-10-06 06:33:00+00:00
300.8999996,8.06215999,2017-10-06 06:34:00+00:00
300.87258331,12.00049874,2017-10-06 06:35:00+00:00
300.02,1.72082899,2017-10-06 06:36:00+00:00
300.02,2.068294,2017-10-06 06:38:00+00:00
300.87299987,16.82906003,2017-10-06 06:39:00+00:00
300.02,3.270342,2017-10-06 06:40:00+00:00
300.02,4.79518003,2017-10-06 06:41:00+00:00
300.02,1.013989,2017-10-06 06:42:00+00:00
300.02,1.11345306,2017-10-06 06:43:00+00:00
300.02,1.90339745,2017-10-06 06:44:00+00:00
300.02,2.12837313,2017-10-06 06:45:00+00:00
300.02,1.435342,2017-10-06 06:46:00+00:00
300.12,4.12094829,2017-10-06 06:47:00+00:00
